,date,Stock,Open,Low,Close,Volume,30_day_MA,60_day_MA,90_day_MA,SMA_30,SMA_60,SMA_90,EMA_30,EMA_60,EMA_90,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,Price_Change_Pct,Article Length,article_sentiment
0,2016-07-20,MSFT,56.84000015258789,55.52999877929688,55.90999984741211,89893300.0,51.94566574096679,52.309332593282065,50.51933292812771,51.94566574096679,52.309332593282065,50.51933292812771,52.10793488171654,51.411256525291684,50.52306334695142,71.72180438373024,52.73568527847085,52.17710406336577,0.5585812151050789,0.04040770672114179,0.518173508383937,5.311734199885398,1394.0,1.0
1,2016-07-25,MSFT,56.7400016784668,56.2599983215332,56.72999954223633,25610600.0,52.09999910990396,52.40333258310954,50.659777365790475,52.09999910990396,52.40333258310954,50.659777365790475,52.40613260175007,51.58564154224069,50.65947952706757,74.60651156758526,53.350195165204,52.51435558031915,0.8358395848848517,0.19949408235388377,0.6363455025309679,0.2828351569299059,623.0,1.0
2,2016-08-01,MSFT,56.75,56.13999938964844,56.58000183105469,26003400.0,52.249332555135084,52.47649930318197,50.799666256374785,52.249332555135084,52.47649930318197,50.799666256374785,52.67541448751167,51.74939105990672,50.78960089638597,91.38823757843926,53.8470884984118,52.81551456185511,1.0315739365566898,0.36591005319444503,0.6656638833622448,-0.176426382467687,269.0,1.0
3,2016-08-03,MSFT,57.11000061035156,56.4900016784668,56.970001220703125,22075600.0,52.41166598002115,52.548499298095706,50.94511070251465,52.41166598002115,52.548499298095706,50.94511070251465,52.952484599330475,51.92055860616234,50.92543387054678,91.79932521335722,54.32753660953354,53.12325431436237,1.2042822951711685,0.5335845015897898,0.6706977935813787,0.6892884005429201,904.0,1.0
4,2016-08-05,MSFT,58.209999084472656,57.45000076293945,57.959999084472656,29335200.0,52.606999333699534,52.658499272664386,51.11844401889377,52.606999333699534,52.658499272664386,51.11844401889377,53.275550049984815,52.11857304807415,51.080039699424276,92.48041272423691,54.8863769902934,53.48153170474091,1.40484528555249,0.7078366583823299,0.6970086271701601,0.9932038698140078,679.0,-2.0
5,2016-08-08,MSFT,58.09000015258789,57.77999877929688,58.060001373291016,19473500.0,52.8056660970052,52.76533260345459,51.28744405110677,52.8056660970052,52.76533260345459,51.28744405110677,53.584224328907794,52.31337397676978,51.23344545049827,92.5638729590185,55.37462689536996,53.82067760611499,1.553949289254966,0.8770591845568572,0.6768901046981088,0.1725367329157734,961.0,-1.0
6,2016-08-15,MSFT,58.5,57.959999084472656,58.119998931884766,19283900.0,53.00633277893066,52.8494992574056,51.473444027370874,53.00633277893066,52.8494992574056,51.473444027370874,53.8768549484547,52.503755122839124,51.38479827426501,92.61306260023063,55.79699182406454,54.1391458524683,1.6578459715962381,1.0332165419647334,0.6246294296315047,0.3106667404938701,877.0,-2.0
7,2016-09-07,MSFT,57.84000015258789,57.40999984741211,57.65999984741211,17493400.0,53.19166615804036,52.917332585652666,51.6418884701199,53.19166615804036,52.917332585652666,51.6418884701199,54.12092881290357,52.67281232692348,51.522714792356155,91.20526785133684,56.083608443041086,54.39994985209377,1.6836585909473172,1.1633049517612504,0.5203536391860668,0.0867891625253136,827.0,-1.0
8,2016-09-26,MSFT,57.13999938964844,56.83000183105469,56.900001525878906,21688700.0,53.35166625976562,52.96799926757812,51.81266627841526,53.35166625976562,52.96799926757812,51.81266627841526,54.300223826643915,52.81140869410235,51.64089691836764,82.25995066317645,56.20920737886229,54.585138864966744,1.6240685138955442,1.2554576641881092,0.36861084970743496,-0.9228604849042754,653.0,-1.0
9,2016-10-12,MSFT,57.27000045776367,56.400001525878906,57.11000061035156,22177500.0,53.51866633097331,53.00233262379964,51.986999638875325,53.51866633097331,53.00233262379964,51.986999638875325,54.48149974817345,52.95234613397937,51.76109699951014,84.53728225306801,56.34779095293756,54.772165660921175,1.5756252920163831,1.319491189753764,0.2561341022626191,-0.1398811300548863,1042.0,2.0
